MPN	SE_NAME	COM_ID	COM_PARTNUM	se_manname	Scrubbing_Status
U276	APEM	66221708	U276	BURNDY	Need Scrubbing
100176	APEM	409058251	100176	General Electric	Need Scrubbing
1ZB16	APEM	15882984	1ZB16	Toshiba	Need Scrubbing
206	APEM	415854699	206	Greene Rubber	Need Scrubbing
206	APEM	32985847	206	Marathon Special Products	Need Scrubbing
206	APEM	82370600	206	Energizer Holdings	Need Scrubbing
206	APEM	41980909	206	Polymer Optics Limited	Need Scrubbing
206	APEM	32987652	206	Keystone Electronics Corp	Need Scrubbing
206	APEM	22799225	206	Abbatron	Need Scrubbing
206	APEM	32390587	206	LKG Industries	Need Scrubbing
206	APEM	84033647	206	Platt Luggage	Need Scrubbing
206	APEM	57283413	206	William Hughes Limited	Need Scrubbing
206	APEM	77861098	206	Adafruit Industries	Need Scrubbing
46	APEM	102140945	46	ALTEK Industries	Need Scrubbing
46	APEM	73137210	46	Adafruit Industries	Need Scrubbing
46	APEM	32987822	46	Keystone Electronics Corp	Need Scrubbing
46	APEM	40231816	46	JKL Components	Need Scrubbing
42	APEM	408971139	42	Minor Rubber	Need Scrubbing
86	APEM	45519359	86	JKL Components	Need Scrubbing
86	APEM	45873830	86	OSRAM	Need Scrubbing
86	APEM	32987607	86	Keystone Electronics Corp	Need Scrubbing
86	APEM	414014335	86	"Visual Communications Company, LLC"	Need Scrubbing
75312	APM HEXSEAL	406436182	75312	OSRAM	Need Scrubbing
75042	APM HEXSEAL	407786400	75042	Brady Corporation	Need Scrubbing
75052	APM HEXSEAL	50135736	75052	Plasmetex Industries	Need Scrubbing
BLW86	"ASI Semiconductor, Inc"	18636502	BLW86	NXP Semiconductors	Need Scrubbing
BLW86	"ASI Semiconductor, Inc"	61468819	BLW86	New Jersey Semiconductor	Need Scrubbing
SD1275-01	"ASI Semiconductor, Inc"	18820891	SD1275-01	STMicroelectronics	Need Scrubbing
MRF174	"ASI Semiconductor, Inc"	29420676	MRF174	TE Connectivity	Need Scrubbing
MRF174	"ASI Semiconductor, Inc"	18757766	MRF174	"Motorola Solutions, Inc"	Need Scrubbing
MRF174	"ASI Semiconductor, Inc"	38621063	MRF174	MACOM Technology Solutions	Need Scrubbing
MRF174	"ASI Semiconductor, Inc"	18757766	MRF174	Motorola Solutions, Inc	Need Scrubbing
MRF174	"ASI Semiconductor, Inc"	92771480	MRF174	onsemi	Need Scrubbing
MRF557	"ASI Semiconductor, Inc"	37878470	MRF557	NXP Semiconductors	Need Scrubbing
MRF557	"ASI Semiconductor, Inc"	19796264	MRF557	Microchip Technology	Need Scrubbing
MRF557	"ASI Semiconductor, Inc"	19019334	MRF557	"Motorola Solutions, Inc"	Need Scrubbing
MRF557	"ASI Semiconductor, Inc"	19019334	MRF557	Motorola Solutions, Inc	Need Scrubbing
PRO-OB-572	Abracon	415300203	PRO-OB-572	ProAnt AB	Direct Match Corrected supplier
4760	Adafruit Industries	76379643	4760	Hubbell	Need Scrubbing
4760	Adafruit Industries	64374607	4760	Legrand	Need Scrubbing
4760	Adafruit Industries	404161112	4760	Marinco	Need Scrubbing
4760	Adafruit Industries	37941401	4760	ABB Installation Products, Inc	Need Scrubbing
4760	Adafruit Industries	37941401	4760	"ABB Installation Products, Inc"	Need Scrubbing
4760	Adafruit Industries	38140105	4760	"Leviton Manufacturing Co., Inc"	Need Scrubbing
4760	Adafruit Industries	73368964	4760	Heyco Products	Need Scrubbing
4680	Adafruit Industries	47918136	4680	Keystone Electronics Corp	Need Scrubbing
4680	Adafruit Industries	37941382	4680	"ABB Installation Products, Inc"	Need Scrubbing
4680	Adafruit Industries	37941382	4680	ABB Installation Products, Inc	Need Scrubbing
4680	Adafruit Industries	425535283	4680	StayOnline	Need Scrubbing
4819	Adafruit Industries	32990574	4819	Keystone Electronics Corp	Need Scrubbing
4819	Adafruit Industries	79115473	4819	Zultner	Need Scrubbing
4641	Adafruit Industries	63857800	4641	Heyco Products	Need Scrubbing
4641	Adafruit Industries	41212034	4641	Panacol-Elosol	Need Scrubbing
4692	Adafruit Industries	413994437	4692	Keystone Electronics Corp	Need Scrubbing
4741	Adafruit Industries	16069250	4741	CML Innovative Technologies	Need Scrubbing
4741	Adafruit Industries	37508603	4741	Schurter	Need Scrubbing
4741	Adafruit Industries	52802956	4741	"Visual Communications Company, LLC"	Need Scrubbing
4718	Adafruit Industries	417856254	4718	Berker	Need Scrubbing
4718	Adafruit Industries	63859395	4718	Heyco Products	Need Scrubbing
4718	Adafruit Industries	404320063	4718	Morton Machine Works	Need Scrubbing
4718	Adafruit Industries	45873162	4718	3M	Need Scrubbing
4718	Adafruit Industries	63855452	4718	Gustav Klauke GmbH	Need Scrubbing
4729	Adafruit Industries	1845411951	4729	Belden	Need Scrubbing
4729	Adafruit Industries	20166817	4729	Keystone Electronics Corp	Need Scrubbing
4729	Adafruit Industries	62288477	4729	Molex	Need Scrubbing
4729	Adafruit Industries	404837588	4729	Marinco	Need Scrubbing
4747	Adafruit Industries	52802440	4747	"Visual Communications Company, LLC"	Need Scrubbing
4747	Adafruit Industries	15864500	4747	CML Innovative Technologies	Need Scrubbing
4747	Adafruit Industries	37941399	4747	"ABB Installation Products, Inc"	Need Scrubbing
4747	Adafruit Industries	101958961	4747	Molex	Need Scrubbing
4747	Adafruit Industries	37941399	4747	ABB Installation Products, Inc	Need Scrubbing
4747	Adafruit Industries	407941239	4747	Minor Rubber	Need Scrubbing
4747	Adafruit Industries	406251254	4747	"Jiansheng Printing Co.,Ltd"	Need Scrubbing
4802	Adafruit Industries	21316204	4802	Keystone Electronics Corp	Need Scrubbing
4802	Adafruit Industries	22015746	4802	Greenlee	Need Scrubbing
4660	Adafruit Industries	47918128	4660	Keystone Electronics Corp	Need Scrubbing
4660	Adafruit Industries	63857812	4660	Heyco Products	Need Scrubbing
4719	Adafruit Industries	63859397	4719	Heyco Products	Need Scrubbing
4719	Adafruit Industries	35104148	4719	Pomona Electronics	Need Scrubbing
4719	Adafruit Industries	417856282	4719	Berker	Need Scrubbing
4749	Adafruit Industries	50921625	4749	Molex	Need Scrubbing
4749	Adafruit Industries	37941400	4749	ABB Installation Products, Inc	Need Scrubbing
4749	Adafruit Industries	37941400	4749	"ABB Installation Products, Inc"	Need Scrubbing
4792	Adafruit Industries	42329858	4792	Lumberg Holding GmbH & Co. KG	Need Scrubbing
4792	Adafruit Industries	51470855	4792	"Leviton Manufacturing Co., Inc"	Need Scrubbing
4792	Adafruit Industries	64374758	4792	Legrand	Need Scrubbing
4821	Adafruit Industries	42321532	4821	Keystone Electronics Corp	Need Scrubbing
4821	Adafruit Industries	63859139	4821	Heyco Products	Need Scrubbing
4821	Adafruit Industries	100473505	4821	Technobox	Need Scrubbing
4639	Adafruit Industries	406434161	4639	StayOnline	Need Scrubbing
4721	Adafruit Industries	37941392	4721	ABB Installation Products, Inc	Need Scrubbing
4721	Adafruit Industries	402996297	4721	Eaton	Need Scrubbing
4721	Adafruit Industries	63859128	4721	Heyco Products	Need Scrubbing
4721	Adafruit Industries	37941392	4721	"ABB Installation Products, Inc"	Need Scrubbing
4721	Adafruit Industries	69319995	4721	Hubbell	Need Scrubbing
4721	Adafruit Industries	407941238	4721	Minor Rubber	Need Scrubbing
4795	Adafruit Industries	37508680	4795	Schurter	Need Scrubbing
4637	Adafruit Industries	15978950	4637	CML Innovative Technologies	Need Scrubbing
4637	Adafruit Industries	32986426	4637	Keystone Electronics Corp	Need Scrubbing
4637	Adafruit Industries	418544159	4637	Digital Dynamics	Need Scrubbing
4637	Adafruit Industries	52801680	4637	"Visual Communications Company, LLC"	Need Scrubbing
5046	Adafruit Industries	22405397	5046	Coast Advanced Chip Magnetics	Need Scrubbing
5046	Adafruit Industries	32988020	5046	Keystone Electronics Corp	Need Scrubbing
5046	Adafruit Industries	424559022	5046	Koetter Fire Protection LLC	Need Scrubbing
5046	Adafruit Industries	414982323	5046	Eaton	Need Scrubbing
5046	Adafruit Industries	20899411	5046	APEM	Need Scrubbing
5046	Adafruit Industries	409217862	5046	80/20 Inc	Need Scrubbing
4665	Adafruit Industries	47918130	4665	Keystone Electronics Corp	Need Scrubbing
4684	Adafruit Industries	40486362	4684	Heyco Products	Need Scrubbing
4684	Adafruit Industries	37941385	4684	"ABB Installation Products, Inc"	Need Scrubbing
4684	Adafruit Industries	47915301	4684	Keystone Electronics Corp	Need Scrubbing
4684	Adafruit Industries	35104147	4684	Pomona Electronics	Need Scrubbing
4684	Adafruit Industries	37941385	4684	ABB Installation Products, Inc	Need Scrubbing
4698	Adafruit Industries	32987800	4698	Keystone Electronics Corp	Need Scrubbing
4698	Adafruit Industries	63855443	4698	Gustav Klauke GmbH	Need Scrubbing
4698	Adafruit Industries	416432847	4698	"Shenzhen Star Printing Co., Ltd"	Need Scrubbing
4648	Adafruit Industries	63857804	4648	Heyco Products	Need Scrubbing
4648	Adafruit Industries	22090596	4648	Bourns	Need Scrubbing
4648	Adafruit Industries	407941235	4648	Minor Rubber	Need Scrubbing
4664	Adafruit Industries	31736776	4664	Bourns	Need Scrubbing
4664	Adafruit Industries	47918129	4664	Keystone Electronics Corp	Need Scrubbing
4884	Adafruit Industries	89413391	4884	"Eldex Laboratories, Inc"	Need Scrubbing
4884	Adafruit Industries	78688360	4884	Keystone Electronics Corp	Need Scrubbing
4645	Adafruit Industries	63857802	4645	Heyco Products	Need Scrubbing
4645	Adafruit Industries	45075964	4645	Festo AG & Co. KG	Need Scrubbing
4681	Adafruit Industries	32988029	4681	Keystone Electronics Corp	Need Scrubbing
4681	Adafruit Industries	40486359	4681	Heyco Products	Need Scrubbing
4681	Adafruit Industries	37941383	4681	"ABB Installation Products, Inc"	Need Scrubbing
4681	Adafruit Industries	37941383	4681	ABB Installation Products, Inc	Need Scrubbing
4776	Adafruit Industries	37941406	4776	ABB Installation Products, Inc	Need Scrubbing
4776	Adafruit Industries	37941406	4776	"ABB Installation Products, Inc"	Need Scrubbing
4776	Adafruit Industries	102128035	4776	Molex	Need Scrubbing
4674	Adafruit Industries	47918126	4674	Keystone Electronics Corp	Need Scrubbing
4674	Adafruit Industries	40486355	4674	Heyco Products	Need Scrubbing
4624	Adafruit Industries	37941365	4624	"ABB Installation Products, Inc"	Need Scrubbing
4624	Adafruit Industries	52802022	4624	"Visual Communications Company, LLC"	Need Scrubbing
4624	Adafruit Industries	99739646	4624	3M	Need Scrubbing
4624	Adafruit Industries	31736754	4624	Bourns	Need Scrubbing
4624	Adafruit Industries	15897413	4624	CML Innovative Technologies	Need Scrubbing
4624	Adafruit Industries	406269782	4624	Schneider Electric	Need Scrubbing
4624	Adafruit Industries	37941365	4624	ABB Installation Products, Inc	Need Scrubbing
4555	Adafruit Industries	20167366	4555	"Davies Molding, LLC"	Need Scrubbing
4555	Adafruit Industries	41539418	4555	Heyco Products	Need Scrubbing
4569	Adafruit Industries	37941354	4569	"ABB Installation Products, Inc"	Need Scrubbing
4569	Adafruit Industries	37941354	4569	ABB Installation Products, Inc	Need Scrubbing
4569	Adafruit Industries	41539074	4569	Heyco Products	Need Scrubbing
4626	Adafruit Industries	15875421	4626	CML Innovative Technologies	Need Scrubbing
4626	Adafruit Industries	63857835	4626	Heyco Products	Need Scrubbing
4626	Adafruit Industries	52802023	4626	"Visual Communications Company, LLC"	Need Scrubbing
4626	Adafruit Industries	92408694	4626	Keystone Electronics Corp	Need Scrubbing
4626	Adafruit Industries	31736756	4626	Bourns	Need Scrubbing
4626	Adafruit Industries	409217850	4626	80/20 Inc	Need Scrubbing
4556	Adafruit Industries	41539419	4556	Heyco Products	Need Scrubbing
4556	Adafruit Industries	421912946	4556	Festo AG & Co. KG	Need Scrubbing
4627	Adafruit Industries	52802024	4627	"Visual Communications Company, LLC"	Need Scrubbing
4627	Adafruit Industries	413836225	4627	HERMA GmbH	Need Scrubbing
4627	Adafruit Industries	15995565	4627	CML Innovative Technologies	Need Scrubbing
4526	Adafruit Industries	414362329	4526	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4526	Adafruit Industries	421923518	4526	Festo AG & Co. KG	Need Scrubbing
4526	Adafruit Industries	1845209062	4526	Belden	Need Scrubbing
4534	Adafruit Industries	414362362	4534	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4534	Adafruit Industries	41539397	4534	Heyco Products	Need Scrubbing
4534	Adafruit Industries	421911422	4534	Festo AG & Co. KG	Need Scrubbing
4501	Adafruit Industries	404318436	4501	Morton Machine Works	Need Scrubbing
4501	Adafruit Industries	47938493	4501	Laird Performance Materials	Need Scrubbing
4501	Adafruit Industries	414362288	4501	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4501	Adafruit Industries	408271318	4501	PR electronics	Need Scrubbing
4550	Adafruit Industries	46221296	4550	Legrand	Need Scrubbing
4550	Adafruit Industries	31366857	4550	Cobham plc	Need Scrubbing
4550	Adafruit Industries	37941352	4550	"ABB Installation Products, Inc"	Need Scrubbing
4550	Adafruit Industries	51471340	4550	"Leviton Manufacturing Co., Inc"	Need Scrubbing
4550	Adafruit Industries	37941352	4550	ABB Installation Products, Inc	Need Scrubbing
4550	Adafruit Industries	404127873	4550	VIAVI Solutions Inc	Need Scrubbing
4550	Adafruit Industries	54298992	4550	Panasonic	Need Scrubbing
4550	Adafruit Industries	41539413	4550	Heyco Products	Need Scrubbing
4512	Adafruit Industries	37941346	4512	"ABB Installation Products, Inc"	Need Scrubbing
4512	Adafruit Industries	35067474	4512	Pomona Electronics	Need Scrubbing
4512	Adafruit Industries	409218985	4512	80/20 Inc	Need Scrubbing
4512	Adafruit Industries	406269775	4512	Schneider Electric	Need Scrubbing
4512	Adafruit Industries	47938495	4512	Laird Performance Materials	Need Scrubbing
4512	Adafruit Industries	37941346	4512	ABB Installation Products, Inc	Need Scrubbing
4512	Adafruit Industries	407199713	4512	Eaton	Need Scrubbing
4512	Adafruit Industries	51475611	4512	Lumberg Holding GmbH & Co. KG	Need Scrubbing
4512	Adafruit Industries	34457776	4512	RAF Electronic Hardware	Need Scrubbing
4512	Adafruit Industries	61041625	4512	Heyco Products	Need Scrubbing
4512	Adafruit Industries	404318456	4512	Morton Machine Works	Need Scrubbing
4546	Adafruit Industries	41539409	4546	Heyco Products	Need Scrubbing
4553	Adafruit Industries	406434212	4553	StayOnline	Need Scrubbing
4553	Adafruit Industries	41539416	4553	Heyco Products	Need Scrubbing
4565	Adafruit Industries	41539070	4565	Heyco Products	Need Scrubbing
4565	Adafruit Industries	421914629	4565	Festo AG & Co. KG	Need Scrubbing
4488	Adafruit Industries	411343912	4488	80/20 Inc	Need Scrubbing
4488	Adafruit Industries	37941341	4488	"ABB Installation Products, Inc"	Need Scrubbing
4488	Adafruit Industries	37941341	4488	ABB Installation Products, Inc	Need Scrubbing
4488	Adafruit Industries	35104123	4488	Pomona Electronics	Need Scrubbing
4488	Adafruit Industries	63859140	4488	Heyco Products	Need Scrubbing
4493	Adafruit Industries	416978823	4493	"Birk Manufacturing, Inc"	Need Scrubbing
4772	Adafruit Industries	42330252	4772	Lumberg Holding GmbH & Co. KG	Need Scrubbing
4772	Adafruit Industries	79115444	4772	Zultner	Need Scrubbing
4643	Adafruit Industries	37941372	4643	"ABB Installation Products, Inc"	Need Scrubbing
4643	Adafruit Industries	37941372	4643	ABB Installation Products, Inc	Need Scrubbing
4672	Adafruit Industries	31736780	4672	Bourns	Need Scrubbing
4672	Adafruit Industries	32988026	4672	Keystone Electronics Corp	Need Scrubbing
4672	Adafruit Industries	40486353	4672	Heyco Products	Need Scrubbing
4706	Adafruit Industries	46322595	4706	Alpha Wire	Need Scrubbing
4706	Adafruit Industries	32987915	4706	Keystone Electronics Corp	Need Scrubbing
4706	Adafruit Industries	404320038	4706	Morton Machine Works	Need Scrubbing
4706	Adafruit Industries	63855446	4706	Gustav Klauke GmbH	Need Scrubbing
4711	Adafruit Industries	404320047	4711	Morton Machine Works	Need Scrubbing
4711	Adafruit Industries	20164908	4711	Keystone Electronics Corp	Need Scrubbing
4711	Adafruit Industries	47938560	4711	Laird Performance Materials	Need Scrubbing
4771	Adafruit Industries	79115443	4771	Zultner	Need Scrubbing
4771	Adafruit Industries	42330251	4771	Lumberg Holding GmbH & Co. KG	Need Scrubbing
4771	Adafruit Industries	54251664	4771	"Wakefield Thermal, Inc"	Need Scrubbing
4771	Adafruit Industries	54251664	4771	Wakefield Thermal, Inc	Need Scrubbing
4670	Adafruit Industries	31736778	4670	Bourns	Need Scrubbing
4811	Adafruit Industries	42322670	4811	3M	Need Scrubbing
4811	Adafruit Industries	42321531	4811	Keystone Electronics Corp	Need Scrubbing
4811	Adafruit Industries	63859129	4811	Heyco Products	Need Scrubbing
4690	Adafruit Industries	421923527	4690	Festo AG & Co. KG	Need Scrubbing
4690	Adafruit Industries	61186704	4690	Keystone Electronics Corp	Need Scrubbing
4816	Adafruit Industries	20166544	4816	Keystone Electronics Corp	Need Scrubbing
4444	Adafruit Industries	34768293	4444	Unicorp	Need Scrubbing
4454	Adafruit Industries	66887923	4454	Heyco Products	Need Scrubbing
4454	Adafruit Industries	34768303	4454	Unicorp	Need Scrubbing
4483	Adafruit Industries	409217773	4483	80/20 Inc	Need Scrubbing
4483	Adafruit Industries	67507929	4483	Heyco Products	Need Scrubbing
4483	Adafruit Industries	37941337	4483	"ABB Installation Products, Inc"	Need Scrubbing
4483	Adafruit Industries	34768332	4483	Unicorp	Need Scrubbing
4483	Adafruit Industries	37941337	4483	ABB Installation Products, Inc	Need Scrubbing
4419	Adafruit Industries	34768269	4419	Unicorp	Need Scrubbing
4419	Adafruit Industries	404318430	4419	Morton Machine Works	Need Scrubbing
4423	Adafruit Industries	34768273	4423	Unicorp	Need Scrubbing
4423	Adafruit Industries	409217757	4423	80/20 Inc	Need Scrubbing
4423	Adafruit Industries	421922816	4423	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4423	Adafruit Industries	18372248	4423	Texas Instruments	Need Scrubbing
4430	Adafruit Industries	34768280	4430	Unicorp	Need Scrubbing
4430	Adafruit Industries	409217768	4430	80/20 Inc	Need Scrubbing
4430	Adafruit Industries	421922823	4430	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4430	Adafruit Industries	37942773	4430	ABB Installation Products, Inc	Need Scrubbing
4430	Adafruit Industries	37942773	4430	"ABB Installation Products, Inc"	Need Scrubbing
4430	Adafruit Industries	55972436	4430	PIC Design	Need Scrubbing
4416	Adafruit Industries	34768266	4416	Unicorp	Need Scrubbing
4416	Adafruit Industries	19693149	4416	3M	Need Scrubbing
4416	Adafruit Industries	37828663	4416	ABB Installation Products, Inc	Need Scrubbing
4416	Adafruit Industries	19757729	4416	Pomona Electronics	Need Scrubbing
4416	Adafruit Industries	405511016	4416	Abbatron	Need Scrubbing
4416	Adafruit Industries	409218975	4416	80/20 Inc	Need Scrubbing
4416	Adafruit Industries	37828663	4416	"ABB Installation Products, Inc"	Need Scrubbing
4416	Adafruit Industries	414033692	4416	Corning Incorporated	Need Scrubbing
4434	Adafruit Industries	421922826	4434	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4434	Adafruit Industries	34768284	4434	Unicorp	Need Scrubbing
4434	Adafruit Industries	68911238	4434	PIC Design	Need Scrubbing
4429	Adafruit Industries	34768279	4429	Unicorp	Need Scrubbing
4429	Adafruit Industries	37592253	4429	PIC Design	Need Scrubbing
4429	Adafruit Industries	418543814	4429	Belden	Need Scrubbing
4429	Adafruit Industries	409217766	4429	80/20 Inc	Need Scrubbing
4429	Adafruit Industries	406434154	4429	StayOnline	Need Scrubbing
4429	Adafruit Industries	421922822	4429	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4413	Adafruit Industries	405511014	4413	Abbatron	Need Scrubbing
4413	Adafruit Industries	409218969	4413	80/20 Inc	Need Scrubbing
4413	Adafruit Industries	404318427	4413	Morton Machine Works	Need Scrubbing
4413	Adafruit Industries	426049148	4413	Eaton	Need Scrubbing
4413	Adafruit Industries	34768263	4413	Unicorp	Need Scrubbing
4431	Adafruit Industries	37942774	4431	"ABB Installation Products, Inc"	Need Scrubbing
4431	Adafruit Industries	37942774	4431	ABB Installation Products, Inc	Need Scrubbing
4431	Adafruit Industries	416656021	4431	PIC Design	Need Scrubbing
4431	Adafruit Industries	18711908	4431	Vicor	Need Scrubbing
4431	Adafruit Industries	34768281	4431	Unicorp	Need Scrubbing
4410	Adafruit Industries	63857981	4410	Heyco Products	Need Scrubbing
4410	Adafruit Industries	37592252	4410	PIC Design	Need Scrubbing
4410	Adafruit Industries	34768260	4410	Unicorp	Need Scrubbing
4410	Adafruit Industries	42175483	4410	ABB Installation Products, Inc	Need Scrubbing
4410	Adafruit Industries	404326488	4410	"The Olander Company, Inc"	Need Scrubbing
4410	Adafruit Industries	426049146	4410	Eaton	Need Scrubbing
4410	Adafruit Industries	405511012	4410	Abbatron	Need Scrubbing
4410	Adafruit Industries	42175483	4410	"ABB Installation Products, Inc"	Need Scrubbing
4410	Adafruit Industries	404318423	4410	Morton Machine Works	Need Scrubbing
4415	Adafruit Industries	405511015	4415	Abbatron	Need Scrubbing
4415	Adafruit Industries	51865219	4415	PIC Design	Need Scrubbing
4415	Adafruit Industries	414033689	4415	Corning Incorporated	Need Scrubbing
4415	Adafruit Industries	414393798	4415	"Dyco Electronics, Inc"	Need Scrubbing
4415	Adafruit Industries	406249160	4415	ABB	Need Scrubbing
4415	Adafruit Industries	36024120	4415	3M	Need Scrubbing
4415	Adafruit Industries	409218973	4415	80/20 Inc	Need Scrubbing
4415	Adafruit Industries	34768265	4415	Unicorp	Need Scrubbing
4438	Adafruit Industries	37941329	4438	"ABB Installation Products, Inc"	Need Scrubbing
4438	Adafruit Industries	404318434	4438	Morton Machine Works	Need Scrubbing
4438	Adafruit Industries	34768288	4438	Unicorp	Need Scrubbing
4438	Adafruit Industries	37941329	4438	ABB Installation Products, Inc	Need Scrubbing
4438	Adafruit Industries	421922829	4438	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4476	Adafruit Industries	67507922	4476	Heyco Products	Need Scrubbing
4476	Adafruit Industries	34768325	4476	Unicorp	Need Scrubbing
4830	Adafruit Industries	32990576	4830	Keystone Electronics Corp	Need Scrubbing
4830	Adafruit Industries	63859142	4830	Heyco Products	Need Scrubbing
4541	Adafruit Industries	41539404	4541	Heyco Products	Need Scrubbing
4541	Adafruit Industries	422328308	4541	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4541	Adafruit Industries	79115451	4541	Zultner	Need Scrubbing
4570	Adafruit Industries	22018388	4570	"Davies Molding, LLC"	Need Scrubbing
4570	Adafruit Industries	44345420	4570	Marinco	Need Scrubbing
4570	Adafruit Industries	410219037	4570	American Ring	Need Scrubbing
4570	Adafruit Industries	41539075	4570	Heyco Products	Need Scrubbing
4511	Adafruit Industries	47938487	4511	Laird Performance Materials	Need Scrubbing
4511	Adafruit Industries	426049152	4511	Eaton	Need Scrubbing
4511	Adafruit Industries	406254217	4511	Legrand	Need Scrubbing
4511	Adafruit Industries	404318455	4511	Morton Machine Works	Need Scrubbing
4511	Adafruit Industries	51475613	4511	Lumberg Holding GmbH & Co. KG	Need Scrubbing
4511	Adafruit Industries	409218984	4511	80/20 Inc	Need Scrubbing
4542	Adafruit Industries	41539405	4542	Heyco Products	Need Scrubbing
4542	Adafruit Industries	79115436	4542	Zultner	Need Scrubbing
4542	Adafruit Industries	414362378	4542	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4518	Adafruit Industries	414489400	4518	SK Hand Tool	Need Scrubbing
4518	Adafruit Industries	41493699	4518	SAM ENGINEERING & EQUIPMENT (M) BERHAD	Need Scrubbing
4613	Adafruit Industries	414371563	4613	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4613	Adafruit Industries	63857533	4613	Heyco Products	Need Scrubbing
4613	Adafruit Industries	37941361	4613	ABB Installation Products, Inc	Need Scrubbing
4613	Adafruit Industries	37941361	4613	"ABB Installation Products, Inc"	Need Scrubbing
4702	Adafruit Industries	32987801	4702	Keystone Electronics Corp	Need Scrubbing
4702	Adafruit Industries	404320031	4702	Morton Machine Works	Need Scrubbing
4702	Adafruit Industries	43998915	4702	80/20 Inc	Need Scrubbing
4735	Adafruit Industries	37941396	4735	"ABB Installation Products, Inc"	Need Scrubbing
4735	Adafruit Industries	42322640	4735	3M	Need Scrubbing
4735	Adafruit Industries	37941396	4735	ABB Installation Products, Inc	Need Scrubbing
4735	Adafruit Industries	69319835	4735	Hubbell	Need Scrubbing
4801	Adafruit Industries	63859133	4801	Heyco Products	Need Scrubbing
4801	Adafruit Industries	21316203	4801	Keystone Electronics Corp	Need Scrubbing
4801	Adafruit Industries	20171290	4801	Greenlee	Need Scrubbing
4539	Adafruit Industries	419745155	4539	Berker	Need Scrubbing
4539	Adafruit Industries	41539402	4539	Heyco Products	Need Scrubbing
4539	Adafruit Industries	415827230	4539	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4566	Adafruit Industries	41539071	4566	Heyco Products	Need Scrubbing
4566	Adafruit Industries	421914624	4566	Festo AG & Co. KG	Need Scrubbing
4379	Adafruit Industries	405510993	4379	Abbatron	Need Scrubbing
4298	Adafruit Industries	19777119	4298	Pomona Electronics	Need Scrubbing
4298	Adafruit Industries	62170109	4298	Heyco Products	Need Scrubbing
4298	Adafruit Industries	31035708	4298	ebm-papst	Need Scrubbing
4308	Adafruit Industries	47938476	4308	Laird Performance Materials	Need Scrubbing
4308	Adafruit Industries	90895964	4308	Abbatron	Need Scrubbing
4308	Adafruit Industries	409218958	4308	80/20 Inc	Need Scrubbing
4384	Adafruit Industries	409217718	4384	80/20 Inc	Need Scrubbing
4384	Adafruit Industries	82106341	4384	Abbatron	Need Scrubbing
4387	Adafruit Industries	98936228	4387	80/20 Inc	Need Scrubbing
4387	Adafruit Industries	60495672	4387	Abbatron	Need Scrubbing
4338	Adafruit Industries	51866390	4338	80/20 Inc	Need Scrubbing
4338	Adafruit Industries	414366414	4338	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4338	Adafruit Industries	71578897	4338	Heyco Products	Need Scrubbing
4352	Adafruit Industries	63857950	4352	Heyco Products	Need Scrubbing
4352	Adafruit Industries	54299005	4352	Panasonic	Need Scrubbing
4352	Adafruit Industries	52803453	4352	"Visual Communications Company, LLC"	Need Scrubbing
4352	Adafruit Industries	74829165	4352	80/20 Inc	Need Scrubbing
4352	Adafruit Industries	15854690	4352	CML Innovative Technologies	Need Scrubbing
4354	Adafruit Industries	63857951	4354	Heyco Products	Need Scrubbing
4354	Adafruit Industries	414366183	4354	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4354	Adafruit Industries	15940725	4354	CML Innovative Technologies	Need Scrubbing
4354	Adafruit Industries	409217692	4354	80/20 Inc	Need Scrubbing
4354	Adafruit Industries	52803447	4354	"Visual Communications Company, LLC"	Need Scrubbing
4368	Adafruit Industries	63858938	4368	Heyco Products	Need Scrubbing
4368	Adafruit Industries	414366258	4368	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4394	Adafruit Industries	409217730	4394	80/20 Inc	Need Scrubbing
4394	Adafruit Industries	31035710	4394	ebm-papst	Need Scrubbing
4394	Adafruit Industries	34646798	4394	Keystone Electronics Corp	Need Scrubbing
4394	Adafruit Industries	405511001	4394	Abbatron	Need Scrubbing
4264	Adafruit Industries	425638692	4264	Keystone Electronics Corp	Need Scrubbing
4264	Adafruit Industries	74596230	4264	Heyco Products	Need Scrubbing
4264	Adafruit Industries	92696369	4264	Greene Rubber	Need Scrubbing
4321	Adafruit Industries	1845200192	4321	Belden	Need Scrubbing
4321	Adafruit Industries	37941316	4321	"ABB Installation Products, Inc"	Need Scrubbing
